aggTrade;1663055999946;2022-09-13 08:00:00.006225
aggTrade;1663055999949;2022-09-13 08:00:00.009263
aggTrade;1663055999952;2022-09-13 08:00:00.012223
aggTrade;1663055999952;2022-09-13 08:00:00.016438
aggTrade;1663055999953;2022-09-13 08:00:00.019443
aggTrade;1663055999953;2022-09-13 08:00:00.022717
aggTrade;1663055999953;2022-09-13 08:00:00.026716
aggTrade;1663055999955;2022-09-13 08:00:00.029714
aggTrade;1663055999957;2022-09-13 08:00:00.032849
aggTrade;1663055999958;2022-09-13 08:00:00.035848
aggTrade;1663055999958;2022-09-13 08:00:00.038848
aggTrade;1663055999960;2022-09-13 08:00:00.040850
aggTrade;1663055999963;2022-09-13 08:00:00.044848
aggTrade;1663055999963;2022-09-13 08:00:00.047854
aggTrade;1663055999963;2022-09-13 08:00:00.050851
aggTrade;1663055999969;2022-09-13 08:00:00.053907
aggTrade;1663055999969;2022-09-13 08:00:00.057849
aggTrade;1663055999969;2022-09-13 08:00:00.060891
aggTrade;1663055999969;2022-09-13 08:00:00.063849
aggTrade;1663055999971;2022-09-13 08:00:00.065847
aggTrade;1663055999974;2022-09-13 08:00:00.068846
aggTrade;1663055999975;2022-09-13 08:00:00.070847
aggTrade;1663055999976;2022-09-13 08:00:00.072859
aggTrade;1663055999978;2022-09-13 08:00:00.075847
aggTrade;1663055999978;2022-09-13 08:00:00.077846
aggTrade;1663055999979;2022-09-13 08:00:00.080847
aggTrade;1663055999983;2022-09-13 08:00:00.082847
aggTrade;1663055999983;2022-09-13 08:00:00.084846
aggTrade;1663055999983;2022-09-13 08:00:00.086846
aggTrade;1663055999983;2022-09-13 08:00:00.089846
aggTrade;1663055999983;2022-09-13 08:00:00.091845
aggTrade;1663055999983;2022-09-13 08:00:00.094059
aggTrade;1663055999983;2022-09-13 08:00:00.096067
aggTrade;1663055999983;2022-09-13 08:00:00.099059
aggTrade;1663055999983;2022-09-13 08:00:00.103062
aggTrade;1663055999983;2022-09-13 08:00:00.107066
aggTrade;1663055999984;2022-09-13 08:00:00.111062
aggTrade;1663055999986;2022-09-13 08:00:00.115061
aggTrade;1663055999986;2022-09-13 08:00:00.118061
aggTrade;1663055999988;2022-09-13 08:00:00.121063
aggTrade;1663055999988;2022-09-13 08:00:00.123059
aggTrade;1663055999991;2022-09-13 08:00:00.126057
